what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365197625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365197859
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321365211453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365215156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365321125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321365321156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321365321156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365322578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365323609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365325343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365326250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365327890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365327890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365327984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365436906
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321365437796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365463265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365465828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365478843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365481234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365481484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365481812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365482031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365482296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365482578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365483343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365484000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321365484562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365572703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365574859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365615468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365620015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365649812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365650109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365654484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365666421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365692031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365692281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365694718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365695000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365730046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365731703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365734171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365734468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365734859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365736921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365753531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365758640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365769625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365770875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365807406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365810078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365817953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365818312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365836828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365836843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365836953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365882265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365908953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365909125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321365918265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321365919921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365929546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321365929781
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321365932828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365936000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365940859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321365940890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321365940890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365942484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365942484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365942593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366025421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366026468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366026468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366026578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366029171
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321366030328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366036046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366063828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321366126578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321366126781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321366127000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321366141718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321366141921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321366142359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321366185296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366203468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366204015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366204468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366204875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321366256046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321366259359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321366262953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366308109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366308453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366308781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366309203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366309500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366309734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366309968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366310218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366310375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366310593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366310812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366311156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366311656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366312093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366312515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366315281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366412343
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321366455640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366458343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366461390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321366461421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321366461421
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321366462046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366473812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366473812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366473906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366504359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366505656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366561703
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321366561718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366564468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366568875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321366568875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321366568875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366571718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366571718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366571812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366625812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366626593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366626593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366626718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366670484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366671906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366671906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366671984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366680234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366683906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366683906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366684000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366717812
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321366720593
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321366738140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366742390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366742390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366742515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366807906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366810000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366810015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366810171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366837234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366843593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366857500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366858828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366858828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366858937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366915234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366916062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366916078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366916187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366920390
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321366921640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321366935375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321366942734
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321366952390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366954796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366958921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321366958937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321366958937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366959734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366959750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366959859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321367047328
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321367052734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321367063000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321367065343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367067562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367072468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367077593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367077843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367078093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367079812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367080031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367080375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367081671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367081875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367082046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367083687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367083937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367084562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367086093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367086546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367086843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321367091796
